Joueur,Poste,Cote,Enchère moy,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,%Titu,%Titu série,%Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,j38,j37,j36,j35,j34,j33,j32,j31,j30,j29,j28,j27,j26,j25,j24,j23,j22,j21,j20,j19,j18,j17,j16,j15,j14,j13,j12,j11,j10,j9,j8,j7,j6,j5,j4,j3,j2,j1,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,DMI,Club,Prochain opposant,Date,Victoire probable,%Win+12J,%Win+16J,%Win+20J,Ligue
Bouekou Natanaël,MD,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,AJ Auxerre,,,,,,,Ligue 1
Haaland Erling,A,52,92,6.21,0,6.21,35,0,35,1.41,0,1.41,36,0,36,0.94,0,0.94,2776,0,2776,79.31,0,79.31,77,77,4.5,1.44,0,4.5,7,5,6,8,5.5,7,7.5,0,7,4.5,6,7,3.5,5.5,4,8,4,4,6,8,4.5,5.5,0,7,6,5,6.5,9,6.5,6.5,7,8.5,8,6,6.5,7,14,7,,1,8,11,24,0.7544,828,3,2,40.74,31,,,0,Man. City,,,,,,,Premier League
Kane Harry,A,52,77,6.21,6.21,6.24,38,38,42,1.06,1.06,1.11,30,30,34,1,1,1,3406,3406,3766,89.63,89.63,89.67,114,111,5,1.73,8,6,6,7,6.5,7.5,5,4.5,7,6,6,7,5,6.5,6,4,6.5,7,6,8.5,5,6,7,6,5,7,4,7,6.5,5.5,7,5,7,5.5,8,6.5,6.5,5.5,11,5,,3,3,14,30,0.722,1469,2,12,42.86,31,,,0,Tottenham,,,,,,,Premier League
Toney Ivan,A,38,50,5.61,0,5.57,33,0,36,1.42,0,1.42,20,0,20,1,0,1,2953,0,3223,89.48,0,89.53,148,161,4,1.9,0,0,0,5,6,5,7,5,5,7,5,3.5,6,4,4.5,7,6,4,6,0,7.5,6,8,0,4.5,4,4.5,7.5,4,5,3.5,7.5,9,5,4,6,7,6,8.5,6,2,3,4,12,29,0.64,1338,14,12,45.89,52,,,0,Brentford,,,,,,,Premier League
Mohamed Salah Mohamed,A,45,67,5.53,5.53,5.52,38,38,41,1.38,1.38,1.36,19,19,20,0.97,0.97,0.93,3294,3294,3434,86.68,86.68,83.76,173,172,5,2.37,6,5.5,7.5,6,5.5,5,6.5,7.5,5,6,5.5,2.5,9,6,6.5,7,3,4.5,3,4.5,5,7.5,4,7,6.5,4,5,6,4.5,4.5,4.5,7,5,6.5,4.5,6,4.5,6,11.5,2,,1,12,15,41,0.7787,1789,6,12,34.16,20,,,0,Liverpool,,,,,,,Premier League
Wilson Callum,A,20,25,5.45,5.55,5.46,31,10,34,1.37,1.4,1.38,18,8,20,0.68,0.4,0.68,1885,485,2086,60.81,48.5,61.35,105,104,6,1.11,4,4,6.5,4,7.5,7,6.5,4,6,6,0,4,4,7.5,4.5,0,6,4,6,4.5,4,0,4,4.5,8,6,5,4.5,6,6.5,0,7.5,0,0,0,6.5,3.5,7,9.5,3,,3,5,5,18,0.6829,553,1,3,37.11,21,,,0,Newcastle,,,,,,,Premier League
Rashford Marcus,A,31,41,5.7,5,5.7,35,1,35,1.31,0,1.31,17,0,17,0.91,1,0.91,2889,77,2889,82.54,77,82.54,170,170,6,1.82,5,0,0,4.5,5.5,7,7,0,6,4,5,5.5,3.5,6.5,8,6.5,7,6,7,7,6,7.5,5.5,3.5,6.5,4.5,5.5,4.5,6,4,6,5,8.5,6,5,7,4,3.5,14.5,,,2,5,5,28,0.7799,1330,6,10,38.8,15,,,0,Man. United,,,,,,,Premier League
Ødegaard Martin,MO,38,47,6.19,6.13,6.17,37,30,41,1.3,1.35,1.27,15,11,16,1,1,1,3144,2557,3504,84.97,85.23,85.46,210,219,6,2.53,7,3.5,3.5,7.5,8,4,6,6.5,5,7,6,7,7,5,7.5,6,5,5.5,7.5,5,8,7.5,8,5.5,7,5.5,4,7,6.5,5.5,0,7.5,4.5,6,7.5,7.5,6,6,14.5,,,3,7,14,19,0.831,2228,6,23,44.09,30,,,0,Arsenal,,,,,,,Premier League
Gabriel Martinelli,MO,27,37,5.88,0,5.89,36,0,40,1.1,0,1.12,15,0,16,0.94,0,0.93,2804,0,3072,77.89,0,76.8,187,192,6,1.8,0,0,5,6,4.5,4,7,6,7,7,6.5,7,5,6,6,4,4,5.5,5.5,5,7.5,6.5,6,5,6,4.5,4.5,5,7,7,5.5,8,4.5,7,6.5,6,7,7,15.5,,,1,5,11,40,0.8295,1637,9,18,38.42,39,,,0,Arsenal,,,,,,,Premier League
Watkins Ollie,A,36,50,5.36,5.59,5.36,37,22,42,1.29,1.34,1.27,15,12,17,0.97,1,0.98,3134,1871,3563,84.7,85.05,84.83,209,210,6,2.4,7,3,5,4,4,5,4,8.5,6,6.5,6,7,4.5,6.5,6,6,7,6,4,4.5,6.5,6,0,6,3.5,7,4.5,3.5,4.5,5,4.5,7,4,4,5,6,6.5,4.5,14.5,1,,1,6,4,24,0.6969,1014,10,13,40.11,26,,,0,Aston Villa,,,,,,,Premier League
Saka Bukayo,A,38,51,5.93,5.93,5.83,38,38,42,1.22,1.22,1.22,14,14,14,0.97,0.97,0.98,3191,3191,3517,83.97,83.97,83.74,228,251,6,2.71,6.5,4.5,4.5,6,6,3,7.5,2.5,5.5,5,8,5,5.5,5,7.5,6.5,5,7.5,6,5,7,7,5,6,6,4.5,6,7,8,6.5,7,7,6,6,6,6.5,6,6,13.5,2,,1,11,8,41,0.7973,2063,14,34,47.21,43,,,0,Arsenal,,,,,,,Premier League
Mitrovic Aleksandar,A,7,12,5.25,5,5.25,24,3,24,1.63,2.18,1.63,14,3,14,0.96,0.67,0.96,2011,195,2011,83.79,65,83.79,144,144,6,0.5,2.5,6.5,6,0,0,0,0,0,0,0,0,4,4,0,0,5,4.5,3.5,2.5,6,4,8.5,0,0,4.5,6,6,6.5,0,4,5,0,6.5,7,6,6.5,3,8,6.5,4,,,1,5,20,0.6086,932,3,7,44.11,34,,,0,Fulham,,,,,,,Premier League
Barnes Harvey,MO,22,25,5.37,5.83,5.49,34,6,39,1.32,0.98,1.35,13,3,15,0.94,0.83,0.9,2718,426,3047,79.94,71,78.13,209,203,6,1.69,7,5,6,7,5,5,0,0,4.5,4.5,6,5,4.5,4.5,3.5,7,7,6,4,4,4.5,3.5,7,7,5,7.5,6.5,5,5,8,3,6,4.5,4,6.5,4,0,0,5.5,,,3,1,5,19,0.731,1237,8,14,35.65,39,,,0,Leicester,,,,,,,Premier League
Rodrigo,A,19,22,5.27,4.88,5.17,31,12,35,1.18,1.05,1.16,13,3,13,0.74,0.5,0.74,1942,620,2242,62.65,51.67,64.06,149,172,5,1.46,3.5,6,6,6,4.5,5.5,4.5,3,5,4.5,6,4,0,0,0,0,0,5,4.5,6.5,5,4.5,7.5,5,7,6,3.5,5,5.5,5,0,5,0,4,5,7,8,6,4.5,1,,1,1,3,21,0.7196,842,6,10,36.16,29,,,0,Leeds,,,,,,,Premier League
Foden Phil,MO,30,34,5.88,6,5.9,32,7,35,1.11,0.91,1.07,11,1,12,0.69,0.71,0.69,1843,422,2041,57.59,60.29,58.31,168,170,6,2.73,6.5,5,6.5,6.5,4.5,6,7,0,0,0,6,6,7.5,8,5,5,0,0,4,5,5,5,6.5,5,5,5,5,5,7,9,6.5,0,5,5,6.5,6,7,6,5,,,1,5,7,19,0.8408,1412,5,10,48.56,10,,,0,Man. City,,,,,,,Premier League
Almirón Miguel,MO,21,25,5.57,4.81,5.5,34,8,37,1.05,0.37,1.09,11,0,11,0.85,0.5,0.86,2508,423,2753,73.76,52.88,74.41,228,250,6,1.91,5,5,4,4.5,5,5,5,5,0,0,0,6.5,4,7,5,6.5,4.5,5,5.5,5,5,7,6,7,7.5,7,6,4.5,7,8,5,0,5,4.5,5.5,6,5,6,12.5,,,2,2,3,28,0.843,1394,10,30,50.86,22,,,0,Newcastle,,,,,,,Premier League
Gabriel Jesus,A,12,30,5.52,5.25,5.47,26,12,29,1.28,1.42,1.25,11,6,11,0.92,0.83,0.93,2074,849,2317,79.77,70.75,79.9,189,211,6,1.09,7.5,3.5,4,5,7,3.5,5,6,6,7,4,4.5,0,0,0,0,0,0,0,0,0,0,6,5,7,4,0,4,6,7,6.5,0,5,6,5,6,8,5,10,1,,,6,6,26,0.8017,1236,11,25,41.61,43,,,0,Arsenal,,,,,,,Premier League
Roberto Firmino,A,13,18,5.42,6,5.44,25,2,27,1.22,0,1.18,11,2,11,0.52,0.5,0.52,1212,75,1315,48.48,37.5,48.7,110,120,6,1.18,6,6,0,0,0,0,0,4.5,6,4.5,0,4.5,7,4.5,4,4.5,0,0,0,0,0,0,6.5,5,5.5,4,5.5,5.5,6,7,4.5,4.5,5.5,7,9,4.5,0,4,3.5,,,,4,4,10,0.7644,779,7,12,36.96,9,,,0,Liverpool,,,,,,,Premier League
Mac Allister Alexis,MO,23,30,5.94,5.75,5.99,35,16,38,1.11,1.3,1.08,10,5,10,0.89,0.81,0.89,2886,1267,3133,82.46,79.19,82.45,289,313,3.5,2.3,5,7,6,3.5,5,5,5,5.5,6.5,7,8,6.5,8,4.5,4.5,5,0,5,6.5,5.5,0,0,6.5,6,7,5,5,6,6.5,6,6,5.5,8,7,5.5,8,6,5,10,6,1,1,2,4,17,0.8678,2300,20,39,58.05,34,,,0,Brighton,,,,,,,Premier League
Maddison James,MO,28,31,5.88,6.08,6.1,30,6,34,1.22,1.24,1.31,10,1,14,0.93,0.83,0.94,2484,495,2836,82.8,82.5,83.41,248,203,4.5,2.8,6,5,4.5,7.5,6,7.5,0,6,4.5,4.5,6.5,6,6,0,4.5,7.5,7,5,0,0,0,0,6,8,5,7.5,0,6,5,8.5,6,5,3.5,5.5,0,4.5,6,6,3.5,1,2,3,9,11,33,0.7795,1597,12,26,55.84,31,,,0,Leicester,,,,,,,Premier League
Eze Eberechi,MO,21,22,5.75,5.75,5.73,38,38,42,1.3,1.3,1.24,10,10,10,0.79,0.79,0.79,2642,2642,2911,69.53,69.53,69.31,264,291,6.5,2.1,5,7,8,5,7,5.5,5.5,8,8,7,5,5,4,5,6.5,5,5,6,5,3.5,7,5.5,4,7,5.5,3,7,6,8,5.5,4.5,5.5,5,5.5,5.5,7,7,4,7,1,,3,4,6,25,0.7945,1687,12,25,51.82,27,,,0,Crystal Palace,,,,,,,Premier League
Son Heung-Min,MO,40,43,5.57,5.64,5.71,36,22,40,1.24,1.31,1.29,10,7,14,0.92,0.91,0.93,2899,1774,3240,80.53,80.64,81,290,231,6.5,4,7,5.5,4,5.5,6.5,7,3,6.5,6.5,5,6.5,7.5,5.5,4.5,6.5,3.5,6,5.5,4,8,5,5,0,0,6,4.5,4.5,6,6.5,4.5,8,4,6,4.5,5,5,5,7,9,,,3,6,8,24,0.7985,1331,13,12,39.76,13,,,0,Tottenham,,,,,,,Premier League
Isak Alexander,A,17,27,5.55,5.53,5.5,22,16,27,1.01,1.13,1.01,10,6,12,0.77,0.88,0.81,1523,1214,1912,69.23,75.88,70.81,152,159,5.5,1.7,4.5,4.5,6,4.5,7,5,8,4,5.5,6,7,6.5,5,5.5,5,4.5,0,4.5,6,0,0,0,0,0,0,0,0,0,0,0,6,6,5,6,0,0,0,0,3,2,,2,1,2,22,0.7535,648,4,8,41.95,19,,,0,Newcastle,,,,,,,Premier League
Awoniyi Taiwo,A,9,9,4.96,5.3,4.96,27,10,27,1.22,1.49,1.22,10,6,10,0.63,0.8,0.63,1411,645,1411,52.26,64.5,52.26,141,141,6,0.9,6,6,7.5,7.5,3.5,6,4,4,4,4.5,0,0,0,0,0,0,0,0,0,6.5,5,3.5,0,4,3.5,7,4.5,4.5,0,4,6,4.5,4,4,4.5,5,6,4.5,6,,,,1,1,4,0.6409,484,3,10,32.09,24,,,0,Nottingham Forest,,,,,,,Premier League
Groß Pascal,MO,16,22,5.53,5.2,5.63,37,10,40,1.25,1.57,1.3,9,3,11,1,1,1,3245,900,3515,87.7,90,87.88,361,320,6.5,1.78,5,6.5,6,3,8,3,5.5,6,5,4,0,5.5,7,3.5,5.5,6,5.5,4,5.5,7.5,6,5.5,4,6.5,6.5,5,5,4.5,5.5,4.5,5.5,7,7,4,7,7,5,7,12,,,1,8,16,38,0.8396,2648,13,36,43.11,35,,,0,Brighton,,,,,,,Premier League
Ward-Prowse James,MO,27,30,5.45,5.45,5.4,38,38,41,1.11,1.11,1.09,9,9,10,1,1,1,3372,3372,3642,88.74,88.74,88.83,375,364,5.5,3,6.5,5.5,5,7,4,5.5,6,4.5,5,5.5,6.5,7,5,5.5,8,5,4,5.5,8,5.5,5.5,5.5,6.5,3.5,4,4.5,5.5,5.5,3.5,5.5,4.5,3.5,6,5,5.5,7,5.5,6,3.5,2,3,3,4,9,25,0.8452,2549,53,37,46.88,34,,,0,Southampton,,,,,,,Premier League
Mbeumo Bryan,A,19,24,5.42,5.42,5.39,38,38,41,1.24,1.24,1.2,9,9,9,0.95,0.95,0.95,2927,2927,3188,77.03,77.03,77.76,325,354,6,2.11,6,8.5,7.5,4,5,6.5,7,5,4,7,5,5,5,3.5,5,5,7.5,4,5,7.5,5,4,5,6,6,4,5,5.5,4.5,4,3.5,6,7,4.5,5,5.5,6.5,6,8.5,1,,,8,12,28,0.7227,1449,12,17,37.61,27,,,0,Brentford,,,,,,,Premier League
Álvarez Julián,A,14,18,5.27,5.42,5.27,31,12,31,1.18,1.02,1.18,9,4,9,0.42,0.58,0.42,1451,747,1451,46.81,62.25,46.81,161,161,5.5,1.56,4.5,6.5,5,5.5,7,4.5,4.5,4,5.5,7,6,5,0,7.5,4.5,5,4,4.5,0,0,4.5,0,5,7,4.5,4.5,0,4.5,4.5,4.5,5,7,0,8.5,5,0,4,4.5,6,1,,1,,2,20,0.7633,720,2,16,40.59,21,,,0,Man. City,,,,,,,Premier League
Núñez Darwin,A,27,30,5.16,0,5.16,29,0,29,1.2,0,1.2,9,0,9,0.66,0,0.66,1698,0,1698,58.55,0,58.55,189,189,6,3,0,0,0,4.5,4.5,4,4,6,5,4,5.5,4,7.5,0,6,6.5,4,5,0,3.5,6,5,7.5,6.5,4.5,0,6.5,5,6,4,5,6,5,0,0,0,2.5,6,6,,,,3,11,14,0.6549,693,3,5,38.21,25,,,0,Liverpool,,,,,,,Premier League
Bruno Fernandes,MO,41,42,6.32,6.52,6.21,37,23,39,1.22,1.14,1.3,8,5,8,1,1,1,3318,2059,3498,89.68,89.52,89.69,415,437,7,5.13,7,6,7.5,5.5,7.5,7,7,8,7,4,6.5,5.5,3.5,6.5,8.5,7,7,5.5,7,7,6.5,6.5,6.5,0,6,5.5,8,6.5,5.5,3.5,5.5,8,7,6,7,6.5,4,5,20,2,,1,8,33,39,0.7648,2517,24,42,44.8,42,,,0,Man. United,,,,,,,Premier League
Gündogan Ilkay,MD,27,32,6.06,0,6.1,31,0,34,0.99,0,0.96,8,0,10,0.87,0,0.85,2357,0,2559,76.03,0,75.26,295,256,7,3.38,0,0,8,7.5,5,6,5.5,0,7,7,0,6,6,5,5.5,7,5,7,0,6,5,5,4.5,7,5.5,0,6,6,0,5.5,5,5,5.5,8,6.5,7,7.5,5.5,12,,1,2,4,6,18,0.8698,1871,20,19,47.12,22,,,0,Man. City,,,,,,,Premier League
Trossard Leandro,MO,23,28,5.46,5.31,5.51,36,18,38,1.21,1.32,1.25,8,1,9,0.72,0.5,0.74,2255,844,2425,62.64,46.89,63.82,282,269,6,2.88,7.5,4,2.5,4.5,5.5,5,5,4.5,4.5,6,7,8,5,6,5.5,6,4.5,4.5,0,0,4.5,5,5,6,7,6,4,5,4,8,0,6,7,5,6,7,5,5.5,7,,,,12,9,28,0.7789,1357,12,11,39.9,19,,,0,Arsenal,,,,,,,Premier League
Johnson Brennan,A,14,20,4.91,4.91,4.91,38,38,38,1.25,1.25,1.25,8,8,8,0.87,0.87,0.87,2940,2940,2940,77.37,77.37,77.37,368,368,5,1.75,5,4,4.5,7,5.5,5.5,4.5,3.5,3.5,7,4.5,4.5,7.5,3.5,5,4,7,6,8,6,5,3.5,6,5,4,4,4.5,3,5,4,4,4,5,4,4.5,6.5,5,3.5,8.5,1,,,3,4,26,0.585,873,4,19,38.95,37,,,0,Nottingham Forest,,,,,,,Premier League
Ings Danny,A,16,19,4.83,5.33,4.83,35,3,40,1.08,1.04,1.1,8,0,9,0.43,0.67,0.45,1588,200,1842,45.37,66.67,46.05,199,205,6,2,5,6.5,4.5,0,4,4.5,4.5,0,5,4.5,4,4.5,3,7,4.5,4.5,4.5,5,4,7,4.5,4.5,7.5,4.5,3,7.5,5,5,4.5,4.5,4,4.5,0,4.5,4,4.5,6,4.5,5,2,,,2,2,12,0.6869,547,4,13,39.78,16,,,0,West Ham,,,,,,,Premier League
De Bruyne Kevin,MO,45,50,6.48,0,6.58,32,0,36,1.06,0,1.12,7,0,11,0.88,0,0.89,2425,0,2785,75.78,0,77.36,346,253,7,6.43,0,5,0,7,0,8.5,5.5,6.5,8,8,0,5,5.5,0,6,5.5,5.5,7,5.5,6,5.5,6,5,7.5,7,7,8,5.5,7,7,7,0,7,5.5,5.5,7,8.5,7,12,,1,4,16,31,35,0.8074,1952,9,12,48.28,20,,,0,Man. City,,,,,,,Premier League
Xhaka Granit,MD,20,24,5.89,6,5.77,37,6,41,0.96,1.38,1.03,7,2,7,0.97,1,0.98,3004,438,3337,81.19,73,81.39,429,477,6.5,2.86,8,4.5,5,6.5,7,5,0,5.5,5.5,7,7,5.5,5,5.5,5.5,5.5,4.5,6.5,7,5.5,6,7,5,6,6,7,4.5,5.5,5,7,7,7,4.5,4.5,5,6.5,6.5,6.5,14.5,,,,7,6,15,0.8588,1973,16,27,52.56,25,,,0,Arsenal,,,,,,,Premier League
March Solly,MO,23,26,5.88,0,5.86,33,0,36,1.18,0,1.14,7,0,7,0.94,0,0.94,2725,0,2938,82.58,0,81.61,389,420,7,3.29,0,0,0,5.5,5.5,5.5,0,6.5,6.5,7,5.5,7,6.5,0,6,8,5.5,5,8,8,3.5,8,4.5,6,6,4.5,5,5,5,5,7,7,5.5,3.5,5.5,6,5.5,5.5,10,,,1,7,17,39,0.778,1792,24,34,51.16,45,,,0,Brighton,,,,,,,Premier League
Mitoma Kaoru,MO,19,25,5.77,5.7,5.77,33,22,33,1.2,1.29,1.2,7,6,7,0.73,0.91,0.73,2314,1837,2314,70.12,83.5,70.12,331,331,6,2.71,5,6,6.5,4,5,3.5,5.5,6,4,6,6.5,7,8,3.5,4,6,7,7.5,6,7,6,5.5,0,8,7,0,0,5.5,5,5.5,6.5,7,0,5,5,5,5.5,0,9,,,2,5,9,31,0.79,1414,17,26,48.65,29,,,0,Brighton,,,,,,,Premier League
McNeil Dwight,MO,17,17,5.58,6.03,5.59,36,18,40,1.09,1.17,1.06,7,5,7,0.78,0.94,0.8,2500,1563,2849,69.44,86.83,71.22,357,407,6,2.43,5,5.5,5.5,9,5,6,6,7.5,5.5,5.5,5.5,8,6,5.5,6.5,5,7,4.5,0,5,0,5.5,4,4.5,5,6,5,4.5,5,7.5,4.5,6,5,5,4.5,5,4.5,6,6.5,,,2,3,11,30,0.7568,1498,31,40,47.02,22,,,0,Everton,,,,,,,Premier League
Billing Philip,MD,15,16,5.51,5.5,5.51,36,1,36,1.14,0,1.14,7,0,7,0.94,1,0.94,2782,90,2782,77.28,90,77.28,397,397,6.5,2.14,5.5,0,4,5,5,6,3.5,5.5,8,6,4.5,7,7.5,4,5.5,5.5,6.5,0,5,4,5,5,6,6.5,5.5,4.5,5.5,6.5,7,5.5,7,4.5,7,4.5,5,3.5,5,7,8.5,,,2,1,5,18,0.7782,1497,31,35,54.31,30,,,0,Bournemouth,,,,,,,Premier League
Gakpo Cody,MO,18,21,5.29,5.42,5.29,21,19,21,1.31,1.3,1.31,7,7,7,0.81,0.89,0.81,1465,1440,1465,69.76,75.79,69.76,209,209,6,2.57,6.5,5,5.5,4.5,6.5,7,5,7.5,5,3.5,5,4,8,4,6,6.5,5,5,3.5,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5,,,1,2,4,8,0.7995,671,4,15,47.37,26,,,0,Liverpool,,,,,,,Premier League
Wissa Yoane,A,13,14,5.28,5.28,5.35,38,38,41,0.88,0.88,0.89,7,7,9,0.42,0.42,0.46,1599,1599,1832,42.08,42.08,44.68,228,204,6,1.86,5,7.5,7,5,4.5,4.5,4.5,5,5,5.5,5,4.5,4.5,5,4.5,5,6,5,5,7,5.5,5,5.5,7.5,4.5,5.5,5,5,5,5,5,6.5,6.5,6,4,5,4.5,4.5,7,,,1,3,3,6,0.7353,578,6,12,48.31,21,,,0,Brentford,,,,,,,Premier League
Zaha Wilfried,A,13,21,5.17,0,5.23,27,0,31,1.18,0,1.18,7,0,9,1,0,1,2294,0,2647,84.96,0,85.39,328,294,6,1.86,0,0,4.5,5,6.5,0,0,0,0,5.5,4.5,4.5,4,0,0,0,0,5,4,3.5,6,3.5,3,7,6,3.5,7,4.5,5.5,5,5,5.5,5,6.5,0,7.5,6,6,4.5,,,1,2,3,23,0.8119,1219,16,20,44.35,35,,,0,Crystal Palace,,,,,,,Premier League
Diogo Jota,MO,16,17,5.14,5.16,5.06,22,16,26,1.2,1.29,1.16,7,7,7,0.55,0.5,0.58,1132,771,1395,51.45,48.19,53.65,162,199,6,2.29,7.5,4,4.5,5,6,4.5,7,8,5,5,4.5,4.5,4,5,4,4,0,0,0,0,0,0,0,0,0,0,0,6,6,4.5,4,6,4,0,0,0,0,0,4,,,2,4,2,7,0.7244,592,3,15,38.89,19,,,0,Liverpool,,,,,,,Premier League
Havertz Kai,MO,13,21,4.99,5,5,35,5,38,0.9,0,0.9,7,0,8,0.86,0.6,0.82,2578,290,2681,73.66,58,70.55,368,335,5,1.86,5,5,5,5,5,0,4,0,4.5,5,6,7,5.5,4.5,5.5,4,3,5,5,5,4,7,5,5,6,0,4.5,5.5,6,5,4.5,5.5,6,4,4,3,5.5,5,7,1,,,1,5,20,0.8152,1337,7,16,42.9,59,,,0,Chelsea,,,,,,,Premier League
Ramsey Jacob,MO,16,18,5.74,6,5.67,35,19,38,1.09,1.17,1.1,6,4,6,0.89,0.95,0.87,2645,1541,2823,75.57,81.11,74.29,441,471,7,2.67,7,7,7,6,4,6,5,8,6.5,7.5,7.5,6,5.5,5.5,5,4,4.5,6,6,0,0,0,5,7.5,4.5,5.5,3.5,5,5.5,5.5,7,5,5.5,6,5,5,5.5,6,12.5,,,,7,8,20,0.8261,1354,23,39,48.34,35,,,0,Aston Villa,,,,,,,Premier League
Joelinton,MO,17,17,5.73,0,5.67,32,0,35,0.98,0,0.98,6,0,6,0.94,0,0.94,2662,0,2853,83.19,0,81.51,444,476,6.5,2.83,0,0,5.5,4.5,5.5,6.5,8,4,6,5,0,0,5,5.5,5.5,5.5,5.5,5,5.5,5,5,8,5,0,7,5,5.5,5.5,5,0,5.5,8,5.5,6,6.5,6,5.5,7,10,,,,1,4,13,0.8231,1852,47,49,46.93,65,,,0,Newcastle,,,,,,,Premier League
Sancho Jadon,MO,13,13,5.67,5.79,5.67,26,12,26,1.01,1.01,1.01,6,2,6,0.81,0.75,0.81,1699,769,1699,65.35,64.08,65.35,283,283,6.5,2.17,7,6,5.5,4.5,5.5,7,7,5.5,7,4.5,4.5,5.5,0,5.5,6.5,5,0,0,0,0,0,0,0,0,0,5,6.5,5.5,0,3.5,6.5,0,5.5,7,5.5,7,4.5,4.5,12,,,,3,5,11,0.8425,1040,7,9,37.65,9,,,0,Man. United,,,,,,,Premier League
Douglas Luiz,MD,17,17,5.65,5.68,5.61,37,36,42,1.07,1.06,1.05,6,6,7,0.89,0.92,0.9,2932,2924,3382,79.24,81.22,80.52,489,483,6,2.83,6,7.5,7,5,4.5,6,6,5.5,5.5,6.5,7.5,5.5,5.5,5,5.5,5.5,5,6.5,6,4,8,5,5.5,5.5,3.5,8,4,4.5,5.5,6.5,5.5,5.5,5,6.5,4.5,6,0,4.5,14,,1,2,6,7,17,0.8591,2225,41,42,52.44,48,,,0,Aston Villa,,,,,,,Premier League
Rúben Neves,MD,24,25,5.57,5.43,5.47,35,7,39,1.23,1.57,1.2,6,1,6,0.94,0.71,0.95,3023,538,3370,86.37,76.86,86.41,504,562,6,4,4.5,5.5,5,6.5,3,8,5.5,0,0,5,6,5.5,6,5.5,6,6.5,8,3.5,7,6,4,5.5,4.5,6,7,3,5,6,0,4,4.5,5,6,6,7.5,6.5,5.5,6,9,3,,2,1,1,16,0.8346,2556,50,43,52.65,38,,,0,Wolverhampton,,,,,,,Premier League
Bowen Jarrod,A,27,27,5.45,5.45,5.54,38,38,41,1.16,1.16,1.27,6,6,8,0.95,0.95,0.95,3236,3236,3506,85.16,85.16,85.51,539,438,6.5,4.5,5,8,4,6,5,4.5,7,6.5,6,5,4,6,3,7,5,6,5.5,8,5,6,5.5,5,5.5,4.5,5,5,4,5,7,8,6,4,5.5,5.5,5,5,4.5,4.5,9,1,,,5,9,41,0.7366,1462,35,16,42.55,26,,,0,West Ham,,,,,,,Premier League
Benrahma Saïd,MO,19,19,5.36,5.5,5.43,35,1,36,0.98,0,1.06,6,0,8,0.63,1,0.64,2070,62,2146,59.14,62,59.61,345,268,6,3.17,5.5,0,5,7.5,4,6,6,6,4.5,5.5,4.5,7.5,4.5,7,4,5,5,5.5,5.5,4,4,6,6,6,6,7,4.5,6,0,0,4.5,5,5,5.5,5,4.5,6,4,6,4,,2,3,5,30,0.812,1197,9,15,40.93,16,,,0,West Ham,,,,,,,Premier League
Ferguson Evan,A,8,8,5.29,5.38,5.29,19,4,19,1.08,1.49,1.08,6,2,6,0.53,0.75,0.53,951,277,951,50.05,69.25,50.05,159,159,6,1.33,4,7.5,5,5,0,0,4.5,5,4.5,0,0,4.5,6,4.5,4,4.5,0,6,6.5,7,6.5,4.5,0,0,0,0,0,0,0,0,4.5,6.5,0,0,0,0,0,0,5.5,,,,2,,10,0.813,383,2,3,38.82,9,,,0,Brighton,,,,,,,Premier League
Martial Anthony,A,9,13,5.17,5.14,5.11,21,11,22,1,0.84,1.01,6,3,6,0.52,0.45,0.5,980,499,1003,46.67,45.36,45.59,163,167,6,1.5,4.5,5,6.5,4.5,4.5,4,6,6,6,5,4.5,0,0,4,0,0,0,0,4.5,4.5,4,6.5,4.5,4.5,0,0,0,0,6,7.5,0,0,0,0,0,6,0,0,6.5,1,,,2,2,8,0.8025,488,1,3,43.88,8,,,0,Man. United,,,,,,,Premier League
Daniel Podence,MO,14,16,5.16,0,5.15,32,0,33,0.88,0,0.87,6,0,6,0.63,0,0.61,1770,0,1785,55.31,0,54.09,295,298,6,2.33,0,5,5,0,4.5,0,5,0,5.5,6.5,4.5,5,0,4.5,5,0,4.5,5,6.5,7,5,6,5.5,4.5,6.5,3.5,5.5,5,3.5,5,4,5,6.5,5.5,5,5,4,6.5,5.5,,,,,2,18,0.6915,967,8,17,38.12,26,,,0,Wolverhampton,,,,,,,Premier League
